sen	label	f_w	f_p	f_weight	p_weight
tweeter ? twit ? austin and ally sure be creative . omg i have to twit	0	0	0	[0.046099741011857986, 0.046099741011857986, 0.12410484999418259, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986, 0.046099741011857986]	[0.058764975517988205, 0.022084113210439682, 0.16304028034210205, 0.11126845329999924, 0.02206510305404663, 0.022067775949835777, 0.022065116092562675, 0.02382383495569229, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842, 0.04623504728078842]
user lol itold you iwasnt come . happy what we do in class ?	0	0	0	[0.11598465591669083, 0.04266837611794472, 0.11598461866378784, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472, 0.04266837611794472]	[0.14977388083934784, 0.020318886265158653, 0.07272406667470932, 0.02027183771133423, 0.020270781591534615, 0.14304013550281525, 0.021452268585562706, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468, 0.042472954839468]
projectrunway ven ur dress give ur model a 3 rd breast ! nice , just what every gal want ! u sure know design well than woman !	0	0	0	[0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.10115418583154678, 0.10112923383712769, 0.10115509480237961, 0.1011551097035408, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366]	[0.02122991904616356, 0.13730153441429138, 0.020943908020853996, 0.03590686619281769, 0.061059385538101196, 0.15445932745933533, 0.020909452810883522, 0.022569963708519936, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041]
actually goin to school tomorrow ( x	0	0	0	[0.11598465591669083, 0.04266837239265442, 0.11598464101552963, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442]	[0.14255425333976746, 0.019293613731861115, 0.02823193371295929, 0.019293902441859245, 0.019292620941996574, 0.12438575178384781, 0.01929277740418911, 0.14254815876483917, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304, 0.040425609797239304]
user engga jadi kan ! laugh abis aku on lewat hp jadi ngga bisa edit prof laugh 	0	0	0	[0.11598493903875351, 0.042668476700782776, 0.042668476700782776, 0.11598251014947891, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776, 0.042668476700782776]	[0.1581691950559616, 0.02906988561153412, 0.025894206017255783, 0.025763440877199173, 0.15817002952098846, 0.02150205709040165, 0.021688761189579964, 0.021491067484021187, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304, 0.044854290783405304]
wan na know how i know your gay ? because when the truth get out about you it get you hot . oops my bad yall know dam well idgaf	0	1	1	[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]	[0.17516469955444336, 0.023856282234191895, 0.02402803674340248, 0.023720771074295044, 0.02370746247470379, 0.07988704741001129, 0.02372513711452484, 0.02983127534389496, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325, 0.04967329651117325]
user pengguna baru twett , mhon bantuanx ya . . laugh 	0	0	0	[0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.10115418583154678, 0.10112923383712769, 0.10115509480237961, 0.1011551097035408, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366, 0.03721289336681366]	[0.02122991904616356, 0.13730153441429138, 0.020943908020853996, 0.03590686619281769, 0.061059385538101196, 0.15445932745933533, 0.020909452810883522, 0.022569963708519936, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041, 0.04380165413022041]
user user hopefully not a stranger car . happy 	0	0	0	[0.10114513337612152, 0.10115312039852142, 0.10115322470664978, 0.10115322470664978, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755, 0.03721219301223755]	[0.1565011441707611, 0.154770165681839, 0.02118288353085518, 0.021182801574468613, 0.021213600412011147, 0.028099792078137398, 0.04300590604543686, 0.021408939734101295, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564, 0.044386208057403564]
rat go to sleep ugh	0	0	0	[0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.12516100704669952, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523]	[0.01962624490261078, 0.02383510023355484, 0.03819900006055832, 0.01957707479596138, 0.09641876071691513, 0.14459024369716644, 0.14459024369716644, 0.021127872169017792, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672]
user thankyouu ! my dad do not understand why i be so pleased with that result ! haha xx	0	0	0	[0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.11598560959100723, 0.11597375571727753, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829]	[0.024108028039336205, 0.032345086336135864, 0.02411036752164364, 0.024646667763590813, 0.05994386598467827, 0.1781303435564041, 0.024515477940440178, 0.02602882869541645, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192]
thank god i invest in an umbrella this year .	0	0	0	[0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.12515535950660706, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762, 0.04604444280266762]	[0.0272222887724638, 0.024372870102524757, 0.02415030635893345, 0.03710174560546875, 0.02422916889190674, 0.17651697993278503, 0.028559213504195213, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083, 0.05060364678502083]
i be go for 3 day and my cat do not even notice .	0	0	0	[0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.11598560959100723, 0.11597375571727753, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829, 0.04266892001032829]	[0.024108028039336205, 0.032345086336135864, 0.02411036752164364, 0.024646667763590813, 0.05994386598467827, 0.1781303435564041, 0.024515477940440178, 0.02602882869541645, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192, 0.05051429197192192]
`` well she be pretty ! fifty shade of pretty ! `` user user user	0	0	0	[0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.12516100704669952, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523]	[0.01962624490261078, 0.02383510023355484, 0.03819900006055832, 0.01957707479596138, 0.09641876071691513, 0.14459024369716644, 0.14459024369716644, 0.021127872169017792, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672, 0.04100297763943672]
i keep wake up and fall back to sleep	0	0	0	[0.039756208658218384, 0.039756208658218384, 0.10800740867853165, 0.039756208658218384, 0.039756208658218384, 0.10806836187839508, 0.10806857794523239, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384]	[0.06465894728899002, 0.019269028678536415, 0.0753454640507698, 0.0192516278475523, 0.019250819459557533, 0.14224539697170258, 0.14224539697170258, 0.03367738053202629, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187]
i constantly see tweet about arsenal on twitter . thanks for keep the world update user & user . huge arsenal fan	0	0	0	[0.0372147299349308, 0.0372147299349308, 0.10116012394428253, 0.10116009414196014, 0.10108388215303421, 0.10116000473499298, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308]	[0.027389099821448326, 0.024246683344244957, 0.1791384071111679, 0.02424851432442665, 0.024263331666588783, 0.035099927335977554, 0.027478879317641258, 0.04853339493274689, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499]
user yay * insert ' always look on the bright side of life ' joke here * tong 	0	0	0	[0.05508558824658394, 0.09425195306539536, 0.0901087149977684, 0.09253633767366409, 0.09129507839679718, 0.034673359245061874, 0.09129507839679718, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874]	[0.017153974622488022, 0.017155317589640617, 0.09109572321176529, 0.12620243430137634, 0.12673024833202362, 0.042458683252334595, 0.11830049008131027, 0.029581552371382713, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978]
off to jamaica manana ! even though this trip be not precipitate by the best circumstance , i be look forward to be home with fam happy 	0	0	0	[0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.10806243121623993, 0.1080567017197609, 0.10806188732385635, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617, 0.03975405916571617]	[0.016521131619811058, 0.0643049106001854, 0.12207017838954926, 0.016526883468031883, 0.016768798232078552, 0.12207017838954926, 0.1196456104516983, 0.10669193416833878, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436, 0.03461672365665436]
